phage,host,class,dataset,morphology,concentration
NC_021299,CP027541,1,train,Siphoviridae,0.001
MH834613,MH841968,0,train,Myoviridae,0.001
KU252585,NZ_KV917375,0,train,Podoviridae,0.001
MF140430,NZ_FODB01000001,0,train,Podoviridae,0.001
KX683428,NZ_KN046795,0,train,Myoviridae,0.001
KU160645,LC361338,1,train,Podoviridae,0.001
NC_025444,NVUT01000001,0,train,Siphoviridae,0.001
KR080194,CP027541,1,train,Podoviridae,0.001
NC_031231,CP023315,0,train,Siphoviridae,0.001
KU160657,LC361338,1,train,Myoviridae,0.001
NC_028895,CP012196,0,train,Podoviridae,0.001
MK279851,LC361338,1,train,Podoviridae,0.001
NC_007149,QUAI01000001,0,train,Podoviridae,0.001
NC_031233,NZ_CP029604,1,train,Siphoviridae,0.001
NC_030912,CP023558,0,train,Myoviridae,0.001
MF668270,CP027541,1,train,Podoviridae,0.001
MH155876,CP027541,1,train,Myoviridae,0.001
NC_011284,CP019892,0,train,Podoviridae,0.001
NC_028818,AP009493,1,train,Siphoviridae,0.001
MH576964,AP009493,1,train,Podoviridae,0.001
NC_028682,CP027541,1,train,Siphoviridae,0.001
NC_031228,LS483339,0,train,Podoviridae,0.001
NC_021304,NZ_GL545251,0,train,Podoviridae,0.001
NC_023578,NZ_CM001153,0,train,Myoviridae,0.001
MH153809,NZ_CP029604,1,train,Siphoviridae,0.001
KY471266,CP027541,1,train,Siphoviridae,0.001
NC_015274,NZ_FNSA01000003,0,train,Myoviridae,0.001
NC_021558,CP028366,1,train,Myoviridae,0.001
NC_004589,CP035765,0,train,Myoviridae,0.001
NC_028829,CP012196,0,train,Myoviridae,0.001
MG757153,NZ_LT897825,0,train,Podoviridae,0.001
NC_008207,CP027541,1,train,Siphoviridae,0.001
MK279850,CP027541,1,train,Podoviridae,0.001
NC_028853,CP023044,1,train,Myoviridae,0.001
NC_018836,AL645882,1,train,Podoviridae,0.001
NC_007917,NBTS02000002,1,train,Siphoviridae,0.001
NC_028856,CP022674,1,train,Podoviridae,0.001
NC_004687,CP020809,1,train,Myoviridae,0.001
NC_031262,CP027541,1,train,Myoviridae,0.001
NC_013696,SDYW01000001,0,train,Podoviridae,0.001
MF919534,CP027541,1,train,Podoviridae,0.001
NC_028693,NZ_UGJA01000003,1,train,Podoviridae,0.001
KU963255,MH202953,0,train,Podoviridae,0.001
MF140399,CP027541,1,train,Podoviridae,0.001
MH779503,CP027541,1,train,Siphoviridae,0.001
MK359364,NZ_UHFW01000006,0,train,Siphoviridae,0.001
MF373842,NVUC01000001,0,train,Podoviridae,0.001
NC_018274,CP012196,0,train,Podoviridae,0.001
MF140406,CP027541,1,train,Podoviridae,0.001
NC_008208,CP022426,1,train,Siphoviridae,0.001
MH513982,CP019892,1,train,Myoviridae,0.001
KT222940,NZ_UZVX01000004,0,train,Siphoviridae,0.001
MG925352,CP019892,1,train,Myoviridae,0.001
NC_022766,CP027116,1,train,Podoviridae,0.001
NC_031930,CP030026,1,train,Siphoviridae,0.001
MH338234,CP027541,1,train,Myoviridae,0.001
MK279892,NZ_QTTZ01000001,0,train,Myoviridae,0.001
NC_008200,NZ_JYNI01000003,0,train,Myoviridae,0.001
KR824843,NZ_LR215978,0,train,Myoviridae,0.001
KX576645,CP027541,1,train,Myoviridae,0.001
MF133445,NZ_HF571038,0,train,Siphoviridae,0.001
NC_020197,NZ_LT629770,0,train,Myoviridae,0.001
NC_028861,NZ_UFTK01000001,0,train,Podoviridae,0.001
MH669001,CP027541,1,train,Siphoviridae,0.001
NC_031909,CP033337,0,train,Podoviridae,0.001
NC_011267,NZ_CM001153,0,train,Myoviridae,0.001
MF038790,LC361338,1,train,Podoviridae,0.001
MH153803,MH841968,0,train,Myoviridae,0.001
MF919528,CP027541,1,train,Podoviridae,0.001
NC_005893,QBMC01000001,0,train,Podoviridae,0.001
MF185731,LC361338,1,train,Myoviridae,0.001
NC_020197,NZ_NGMG01000001,0,train,Myoviridae,0.001
KX664455,CP027541,1,train,Myoviridae,0.001
NC_020414,QUAI01000001,0,train,Podoviridae,0.001
NC_021534,NZ_LK391965,1,train,Podoviridae,0.001
NC_019524,NZ_CP018725,0,train,Myoviridae,0.001
MH051265,CP027541,1,train,Myoviridae,0.001
NC_028751,CP018032,0,train,Podoviridae,0.001
NC_027400,CP012196,0,train,Podoviridae,0.001
KX670828,NZ_MDHL01000001,0,train,Myoviridae,0.001
NC_022090,NZ_CP023560,1,train,Myoviridae,0.001
KT222942,CP027541,1,train,Siphoviridae,0.001
NC_025438,NVUC01000001,0,train,Siphoviridae,0.001
NC_018271,CP012196,0,train,Podoviridae,0.001
NC_027390,CP021694,1,train,Myoviridae,0.001
NC_030941,NZ_CP029604,1,train,Myoviridae,0.001
NC_011308,CP011102,1,train,Myoviridae,0.001
MH077576,NZ_LT897825,0,train,Siphoviridae,0.001
NC_026595,NZ_UFTK01000001,0,train,Siphoviridae,0.001
NC_026584,CP027541,1,train,Myoviridae,0.001
KT020852,NJFC02000001,0,train,Podoviridae,0.001
MK524488,CP025430,0,train,Podoviridae,0.001
KU998255,NC_002771,0,train,Podoviridae,0.001
MG757159,CP027541,1,train,Podoviridae,0.001
NC_031101,NZ_CM001149,0,train,Siphoviridae,0.001
MH669003,CP027541,1,train,Podoviridae,0.001
MK450434,CP022580,0,train,Siphoviridae,0.001
MG812486,CP027541,1,train,Siphoviridae,0.001
KU160652,LC361338,1,train,Siphoviridae,0.001
NC_031027,CP012196,0,train,Siphoviridae,0.001
NC_021533,CP021694,0,train,Podoviridae,0.001
MH825701,NZ_AOLR01000018,0,train,Siphoviridae,0.001
NC_010153,CP029897,0,train,Podoviridae,0.001
NC_031003,CP012196,0,train,Myoviridae,0.001
NC_008195,CP020809,1,train,Myoviridae,0.001
MH271307,NZ_LT629770,1,train,Siphoviridae,0.001
MH536811,AP009493,1,train,Podoviridae,0.001
KU963255,NZ_CP029604,1,train,Podoviridae,0.001
KU963263,NZ_CP029604,1,train,Siphoviridae,0.001
NC_031261,NC_002771,0,train,Myoviridae,0.001
MH371124,CP019892,1,train,Myoviridae,0.001
MH479918,CP027541,1,train,Podoviridae,0.001
NC_024364,CP027029,1,train,Siphoviridae,0.001
MK279908,CP027541,1,train,Podoviridae,0.001
NC_002649,RKIY01000003,1,train,Myoviridae,0.001
MG812492,NZ_MSEI01000003,0,train,Myoviridae,0.001
MH536813,CP027541,1,train,Podoviridae,0.001
MG812486,NZ_CP023560,0,train,Siphoviridae,0.001
MH576954,CP027541,1,train,Myoviridae,0.001
NC_022071,CP027541,1,train,Myoviridae,0.001
KU963256,NZ_CP029604,1,train,Myoviridae,0.001
NC_030912,NZ_AEUD01000001,1,train,Myoviridae,0.001
NC_011142,CP034433,1,train,Podoviridae,0.001
NC_023732,CP027541,1,train,Siphoviridae,0.001
MK061408,CP027541,1,train,Siphoviridae,0.001
MH509442,CP027541,1,train,Podoviridae,0.001
KP027203,CP031023,0,train,Podoviridae,0.001
NC_031060,CP029760,0,train,Siphoviridae,0.001
MH155879,POWA01000006,0,train,Podoviridae,0.001
KU985090,CP029897,0,train,Myoviridae,0.001
NC_019543,CP022426,1,train,Myoviridae,0.001
NC_031097,NZ_CP029604,1,train,Myoviridae,0.001
KT355472,CP027541,1,train,Myoviridae,0.001
MK310138,NZ_KI421518,0,train,Myoviridae,0.001
MH651180,CP029897,0,train,Myoviridae,0.001
NC_010463,MH841968,0,train,Podoviridae,0.001
NC_002185,NZ_QEOC01000001,0,train,Podoviridae,0.001
MH450117,NZ_KV917375,0,train,Podoviridae,0.001
MK279889,CP027541,1,train,Siphoviridae,0.001
NC_023561,NZ_KN150799,1,train,Siphoviridae,0.001
NC_020880,NZ_BCTM01000001,0,train,Myoviridae,0.001
MH316564,CP027541,1,train,Siphoviridae,0.001
JF704110,CP027541,1,train,Podoviridae,0.001
NC_004831,NZ_CCKZ01000001,0,train,Podoviridae,0.001
NC_021800,CP012196,0,train,Podoviridae,0.001
NC_020159,NZ_FOYN01000001,1,train,Myoviridae,0.001
NC_010393,AP014565,1,train,Siphoviridae,0.001
NC_025415,CP031023,1,train,Myoviridae,0.001
MH479923,CP012831,0,train,Podoviridae,0.001
NC_010393,NZ_AOLR01000018,0,train,Siphoviridae,0.001
JF937104,CP021427,0,train,Myoviridae,0.001
NC_028766,NVUT01000001,0,train,Siphoviridae,0.001
MH590602,CP027541,1,train,Myoviridae,0.001
KR080205,NZ_JNYC01000004,0,train,Podoviridae,0.001
MH450123,CP020809,0,train,Podoviridae,0.001
MH479926,LC361338,1,train,Myoviridae,0.001
NC_020880,QMJJ01000001,1,train,Myoviridae,0.001
MH230878,CP027541,1,train,Podoviridae,0.001
MH669011,CP027541,1,train,Myoviridae,0.001
NC_021540,CP012196,0,train,Siphoviridae,0.001
NC_024388,AP017936,1,train,Podoviridae,0.001
NC_003291,CP027029,1,train,Siphoviridae,0.001
MH697587,CP027541,1,train,Myoviridae,0.001
KU998247,CP023567,0,train,Siphoviridae,0.001
NC_028835,CP005486,1,train,Siphoviridae,0.001
MH727548,CP027541,1,train,Siphoviridae,0.001
NC_020482,NZ_AOJL01000060,0,train,Myoviridae,0.001
KX507343,AP009493,1,train,Siphoviridae,0.001
NC_029099,NZ_UWXU01000001,1,train,Siphoviridae,0.001
KT124227,AP009493,1,train,Myoviridae,0.001
NC_015270,NZ_UGJA01000003,1,train,Myoviridae,0.001
KX621005,LC361338,1,train,Myoviridae,0.001
MF919524,NZ_UGVK01000001,0,train,Podoviridae,0.001
KX576640,LC361338,1,train,Siphoviridae,0.001
MF919513,CP027541,1,train,Myoviridae,0.001
MK284522,CP027541,1,train,Podoviridae,0.001
NC_026593,NZ_DF968533,0,train,Podoviridae,0.001
NC_000872,NZ_GL545251,0,train,Myoviridae,0.001
JF704098,NZ_UFTK01000001,0,train,Podoviridae,0.001
NC_014635,CP022426,1,train,Podoviridae,0.001
JX307705,CP027541,1,train,Myoviridae,0.001
MK359318,NZ_UWXU01000001,0,train,Podoviridae,0.001
NC_030935,NZ_GG657757,0,train,Siphoviridae,0.001
NC_024375,CP022298,0,train,Myoviridae,0.001
MH051258,CP027541,1,train,Podoviridae,0.001
NC_028988,NZ_CDQJ01000001,1,train,Podoviridae,0.001
KX580961,CP027541,1,train,Siphoviridae,0.001
MH536821,LR134359,0,train,Podoviridae,0.001
NC_021343,NZ_KN150939,1,train,Siphoviridae,0.001
NC_028968,CP020809,0,train,Myoviridae,0.001
MF358542,AP009493,1,train,Myoviridae,0.001
NC_004584,CP028813,0,train,Siphoviridae,0.001
NC_021793,CP012196,0,train,Podoviridae,0.001
NC_031254,LC361338,1,train,Podoviridae,0.001
NC_028843,NZ_CM002803,0,train,Myoviridae,0.001
MH479909,NZ_GL622183,0,train,Podoviridae,0.001
MH153808,AP017936,0,train,Podoviridae,0.001
KR337646,CP012196,0,train,Siphoviridae,0.001
NC_025440,CP019668,0,train,Siphoviridae,0.001
NC_029042,CP029897,1,train,Podoviridae,0.001
NC_012756,NZ_GL622183,1,train,Myoviridae,0.001
MH371118,NVUC01000001,0,train,Podoviridae,0.001
MH153805,CP020358,0,train,Podoviridae,0.001
NC_019932,NZ_NQJM01000001,1,train,Podoviridae,0.001
KR080206,CP027541,1,train,Siphoviridae,0.001
KM652554,NZ_CM001889,1,train,Podoviridae,0.001
MH271306,QUAI01000001,1,train,Myoviridae,0.001
MH536828,CP027541,1,train,Myoviridae,0.001
NC_022754,CP022426,0,train,Podoviridae,0.001
NC_029048,NBTS02000002,1,train,Siphoviridae,0.001
MH834605,QLNP01000098,1,train,Siphoviridae,0.001
KU234099,NZ_JMSZ01000016,0,train,Myoviridae,0.001
KY204247,CP027541,1,train,Siphoviridae,0.001
MH371121,MF925712,0,train,Siphoviridae,0.001
MH825704,CP027541,1,train,Myoviridae,0.001
MG962361,CP027541,1,train,Siphoviridae,0.001
NC_004686,CP027541,1,train,Podoviridae,0.001
MH697576,CP027541,1,train,Myoviridae,0.001
NC_027336,CP012196,0,train,Siphoviridae,0.001
NC_007046,CP032627,0,train,Siphoviridae,0.001
NC_017980,NZ_AOLS01000062,0,train,Siphoviridae,0.001
MF189179,NZ_KN046823,0,train,Podoviridae,0.001
NC_009814,CP011102,0,train,Myoviridae,0.001
MH651178,CP027541,1,train,Siphoviridae,0.001
NC_016567,NZ_LT571449,0,train,Siphoviridae,0.001
KU716095,NZ_FOYN01000001,0,train,Myoviridae,0.001
NC_019909,CP012196,0,train,Podoviridae,0.001
NC_004689,CP020809,1,train,Myoviridae,0.001
KP027203,NC_002771,0,train,Podoviridae,0.001
MK359341,CP027541,1,train,Myoviridae,0.001
NC_005091,CP012196,0,train,Myoviridae,0.001
NC_021306,CP027541,1,train,Myoviridae,0.001
MH590590,NJFC02000001,0,train,Podoviridae,0.001
NC_003387,CP018363,1,train,Siphoviridae,0.001
NC_017983,NZ_ATTH01000001,1,train,Podoviridae,0.001
MK112537,LT906480,0,train,Podoviridae,0.001
MH825700,NZ_CM002276,0,train,Myoviridae,0.001
NC_028961,CP027541,1,train,Podoviridae,0.001
NC_002667,NZ_CM007353,1,train,Myoviridae,0.001
MF185731,NZ_GL545251,0,train,Myoviridae,0.001
JF937092,CP027541,1,train,Podoviridae,0.001
NC_021806,CP001312,0,train,Myoviridae,0.001
MF189175,CP020369,0,train,Podoviridae,0.001
NC_028770,CP012196,0,train,Podoviridae,0.001
MK279878,NZ_FNOF01000001,0,train,Myoviridae,0.001
NC_019526,CP019668,0,train,Podoviridae,0.001
MF185726,NZ_FODB01000001,0,train,Myoviridae,0.001
NC_028679,CP009257,1,train,Siphoviridae,0.001
NC_018831,CP011102,1,train,Siphoviridae,0.001
NC_028968,CP027541,1,train,Myoviridae,0.001
MH834596,CP019668,0,train,Siphoviridae,0.001
NC_011289,CP027541,1,train,Myoviridae,0.001
NC_023563,CP027541,1,train,Siphoviridae,0.001
NC_031020,NZ_UWXU01000001,0,train,Siphoviridae,0.001
MG198778,CP001312,0,train,Podoviridae,0.001
KY385383,CP027541,1,train,Podoviridae,0.001
MK279895,CP027541,1,train,Podoviridae,0.001
MG962375,CP027541,1,train,Siphoviridae,0.001
NC_028870,NZ_CDQJ01000001,0,train,Podoviridae,0.001
KU160660,LC361338,1,train,Siphoviridae,0.001
NC_031932,CP012196,0,train,Podoviridae,0.001
NC_021321,CP034692,1,train,Siphoviridae,0.001
NC_028757,CP011102,0,train,Podoviridae,0.001
KU998242,NZ_CP029604,1,train,Siphoviridae,0.001
NC_017972,CP012196,0,train,Siphoviridae,0.001
NC_028860,NJFC02000001,0,train,Podoviridae,0.001
MH371122,CP027541,1,train,Siphoviridae,0.001
NC_023689,NZ_FOTC01000001,0,train,Myoviridae,0.001
MK359304,CP027541,1,train,Podoviridae,0.001
MH651175,CP027541,1,train,Podoviridae,0.001
NC_031905,CP012196,0,train,Podoviridae,0.001
MG962371,CP027541,1,train,Podoviridae,0.001
NC_029016,NC_014640,0,train,Myoviridae,0.001
NC_029066,NZ_ATTH01000001,0,train,Podoviridae,0.001
NC_004303,NZ_NQJM01000001,0,train,Podoviridae,0.001
NC_021324,NZ_JMSZ01000016,0,train,Podoviridae,0.001
NC_028886,CP012196,0,train,Podoviridae,0.001
NC_020862,NVUC01000001,1,train,Podoviridae,0.001
NC_023007,CP012196,0,train,Myoviridae,0.001
KX657796,LR134303,0,train,Siphoviridae,0.001
NC_021063,CP018363,1,train,Siphoviridae,0.001
KX369586,CP027541,1,train,Podoviridae,0.001
MH744422,CP027541,1,train,Siphoviridae,0.001
KU998246,NZ_CP029604,1,train,Podoviridae,0.001
NC_004305,NZ_FLYG01000003,1,train,Myoviridae,0.001
MH399789,LC361338,1,train,Podoviridae,0.001
KU867907,CP022298,0,train,Podoviridae,0.001
NC_028775,NZ_CP023560,1,train,Siphoviridae,0.001
NC_028990,LR134359,0,train,Siphoviridae,0.001
NC_029006,CP012196,0,train,Siphoviridae,0.001
KY204245,CP027541,1,train,Myoviridae,0.001
MH450131,LC361338,1,train,Siphoviridae,0.001
KU963246,NZ_CP029604,1,train,Myoviridae,0.001
MK433278,AP009493,1,train,Podoviridae,0.001
NC_020872,CP012196,0,train,Podoviridae,0.001
MH910041,QLNP01000098,1,train,Myoviridae,0.001
MK450422,CP030026,0,train,Siphoviridae,0.001
KU160647,LC361338,1,train,Podoviridae,0.001
MH590594,CP027541,1,train,Myoviridae,0.001
NC_003793,CP012196,0,train,Podoviridae,0.001
NC_019540,CP023558,0,train,Podoviridae,0.001
MH230879,CP027541,1,train,Podoviridae,0.001
KT381276,NZ_CDQJ01000001,0,train,Myoviridae,0.001
NC_029012,MH286069,0,train,Podoviridae,0.001
NC_003345,NZ_AOJL01000060,1,train,Siphoviridae,0.001
NC_011057,CP027541,1,train,Myoviridae,0.001
NC_027399,NZ_UWXU01000001,1,train,Myoviridae,0.001
KX702320,CP027541,1,train,Siphoviridae,0.001
MG962376,CP005486,0,train,Myoviridae,0.001
NC_021864,CP012196,0,train,Siphoviridae,0.001
KU963248,NZ_CP029604,1,train,Podoviridae,0.001
KX620752,CP030279,1,train,Myoviridae,0.001
NC_022052,CP025034,0,train,Myoviridae,0.001
NC_023720,NZ_DF968533,0,train,Podoviridae,0.001
MH976515,NZ_CP029604,1,train,Siphoviridae,0.001
MH051266,CP027541,1,train,Myoviridae,0.001
GQ303265,CP027541,1,train,Podoviridae,0.001
MH744420,NZ_CM001889,1,train,Podoviridae,0.001
NC_030951,CP012196,0,train,Myoviridae,0.001
KX576638,CP027541,1,train,Myoviridae,0.001
NC_020078,CP012196,0,train,Myoviridae,0.001
NC_007052,NZ_CP023560,1,train,Myoviridae,0.001
NC_031941,NZ_UHFW01000006,1,train,Myoviridae,0.001
NC_024071,CP012196,0,train,Myoviridae,0.001
NC_008200,CP020809,1,train,Myoviridae,0.001
NC_015290,CP012196,0,train,Myoviridae,0.001
MF919542,NZ_CP029604,1,train,Myoviridae,0.001
NC_011288,NZ_AOLS01000062,0,train,Siphoviridae,0.001
NC_024330,CP012196,0,train,Podoviridae,0.001
NC_005357,CP014013,1,train,Podoviridae,0.001
NC_031908,CP023558,1,train,Myoviridae,0.001
MF668285,NZ_JYBP01000003,0,train,Podoviridae,0.001
MH536820,CP024902,0,train,Podoviridae,0.001
MF668282,NZ_CP029604,1,train,Podoviridae,0.001
MH001453,NZ_CP016896,0,train,Siphoviridae,0.001
KF024733,CP027541,1,train,Siphoviridae,0.001
KT880194,NVTK01000009,0,train,Myoviridae,0.001
MH669000,NZ_CP029604,1,train,Myoviridae,0.001
MH744416,CP019892,1,train,Myoviridae,0.001
KU998253,NZ_CP029604,1,train,Podoviridae,0.001
NC_024782,CP012196,0,train,Myoviridae,0.001
JN699002,CP027541,1,train,Myoviridae,0.001
NC_019931,NZ_UFTQ01000001,0,train,Myoviridae,0.001
NC_023687,NREQ02000002,0,train,Siphoviridae,0.001
KX855961,LC361338,1,train,Podoviridae,0.001
KY348865,CP034692,0,train,Myoviridae,0.001
MH271295,NZ_CP029604,1,train,Myoviridae,0.001
KU252585,NZ_CM001149,0,train,Podoviridae,0.001
NC_031075,AP017936,0,train,Myoviridae,0.001
NC_022085,CP030279,0,train,Podoviridae,0.001
MH744421,NZ_PETF01000001,0,train,Myoviridae,0.001
KX683428,NZ_JNYC01000004,0,train,Myoviridae,0.001
MH825707,CP027541,1,train,Siphoviridae,0.001
KX636165,CP029760,0,train,Myoviridae,0.001
NC_028857,CP024679,1,train,Siphoviridae,0.001
NC_028823,CP027541,1,train,Podoviridae,0.001
NC_001335,CP027541,1,train,Siphoviridae,0.001
KM463009,CP027541,1,train,Podoviridae,0.001
KU160657,CP022580,0,train,Myoviridae,0.001
MF919494,CP027541,1,train,Myoviridae,0.001
NC_027987,AP017936,1,train,Myoviridae,0.001
MK112552,CP027541,1,train,Myoviridae,0.001
NC_021297,NZ_CP029604,0,train,Siphoviridae,0.001
KM347890,CP027541,1,train,Myoviridae,0.001
NC_002666,CP031422,0,train,Myoviridae,0.001
NC_007048,NZ_CP023560,1,train,Siphoviridae,0.001
NC_023694,NZ_CM001149,1,train,Myoviridae,0.001
NC_028843,CP027541,1,train,Myoviridae,0.001
NC_011270,CP027541,1,train,Podoviridae,0.001
NC_006557,NZ_KV917376,1,train,Siphoviridae,0.001
NC_031020,PDLE01000004,1,train,Siphoviridae,0.001
MG518519,CP023567,0,train,Podoviridae,0.001
MF141539,CP032523,0,train,Siphoviridae,0.001
NC_008364,NZ_CM007353,1,train,Myoviridae,0.001
KR337652,CP012196,0,train,Myoviridae,0.001
JN638753,CP027541,1,train,Siphoviridae,0.001
NC_029075,NZ_BCTM01000001,0,train,Myoviridae,0.001
NC_014636,CP022426,1,train,Siphoviridae,0.001
KX683876,NZ_JYBP01000003,0,train,Siphoviridae,0.001
MG962373,CP027541,1,train,Siphoviridae,0.001
JN020142,CP027541,1,train,Podoviridae,0.001
NC_007051,NZ_CP023560,1,train,Siphoviridae,0.001
MF140418,CP027029,0,train,Myoviridae,0.001
NC_028978,NVUT01000001,0,train,Myoviridae,0.001
MH077576,CP027541,1,train,Siphoviridae,0.001
MH976513,NZ_LK391965,0,train,Podoviridae,0.001
NC_012663,NZ_CM007353,1,train,Podoviridae,0.001
KY676783,LR134303,0,train,Myoviridae,0.001
NC_021300,CP023483,0,train,Siphoviridae,0.001
NC_024365,CP026337,0,train,Siphoviridae,0.001
MH779512,CP019892,1,train,Myoviridae,0.001
KX621005,POWA01000006,0,train,Myoviridae,0.001
MK279849,CP027541,1,train,Siphoviridae,0.001
MH271320,CP014567,0,train,Podoviridae,0.001
MF140422,CP027541,1,train,Myoviridae,0.001
MF919492,CP032523,0,train,Myoviridae,0.001
KX683293,CP020809,0,train,Myoviridae,0.001
MH371122,NZ_FNRZ01000004,0,train,Siphoviridae,0.001
NC_008193,NZ_CM002276,1,train,Siphoviridae,0.001
KM347890,NZ_GL545251,0,train,Myoviridae,0.001
NC_016166,NZ_CP029604,1,train,Podoviridae,0.001
NC_030905,NZ_CP029604,1,train,Siphoviridae,0.001
NC_011273,CP027541,1,train,Myoviridae,0.001
MF668275,NZ_UFTQ01000001,1,train,Myoviridae,0.001
MF140404,NZ_AOLS01000062,0,train,Podoviridae,0.001
NC_024357,NZ_UHFW01000006,1,train,Podoviridae,0.001
JQ896627,LR134303,0,train,Siphoviridae,0.001
MK359337,CP027541,1,train,Podoviridae,0.001
MK279854,LC361338,1,train,Myoviridae,0.001
KT326767,CP027541,1,train,Myoviridae,0.001
MH834596,CP019892,1,train,Siphoviridae,0.001
NC_028931,CP012196,0,train,Siphoviridae,0.001
MK310144,CP027541,1,train,Podoviridae,0.001
MH153807,QUAI01000001,1,train,Myoviridae,0.001
KT321476,CP027541,1,train,Myoviridae,0.001
NC_020483,NZ_CP016896,0,train,Podoviridae,0.001
MK392368,NZ_CP018725,0,train,Siphoviridae,0.001
MG839018,CP019892,1,train,Siphoviridae,0.001
MH045559,CP019892,1,train,Podoviridae,0.001
MK310141,CP027541,1,train,Myoviridae,0.001
MK279890,CP019668,0,train,Myoviridae,0.001
KX557286,NZ_CP029604,1,train,Podoviridae,0.001
MF919538,CP027541,1,train,Podoviridae,0.001
KU578077,NZ_GL622183,0,train,Siphoviridae,0.001
NC_024365,NZ_CM007353,0,train,Siphoviridae,0.001
NC_017674,CP012196,0,train,Siphoviridae,0.001
NC_018280,CP026100,1,train,Siphoviridae,0.001
MG757156,CP027541,1,train,Myoviridae,0.001
MH576958,CP027541,1,train,Myoviridae,0.001
MK376961,NZ_CP029604,1,train,Podoviridae,0.001
KX557275,NZ_CM007353,0,train,Myoviridae,0.001
MF140403,NVUC01000001,0,train,Podoviridae,0.001
MK310145,CP018657,0,train,Siphoviridae,0.001
MH536828,CP032627,0,train,Myoviridae,0.001
MG839020,NZ_NGMG01000001,0,train,Podoviridae,0.001
KU160648,NZ_LT897825,0,train,Myoviridae,0.001
MH576965,AP009493,1,train,Siphoviridae,0.001
MK112527,CP027541,1,train,Podoviridae,0.001
MH834624,QLNP01000098,1,train,Podoviridae,0.001
NC_022329,CP027541,1,train,Myoviridae,0.001
MK359340,CP014038,0,train,Siphoviridae,0.001
NC_028762,CP028366,0,train,Myoviridae,0.001
MH834599,CP019892,1,train,Siphoviridae,0.001
MF324907,LT906480,0,train,Siphoviridae,0.001
KY092479,AP006716,0,train,Siphoviridae,0.001
MH153806,CP019892,1,train,Myoviridae,0.001
MF189170,LC361338,1,train,Siphoviridae,0.001
NC_004173,MTZF01000001,1,train,Siphoviridae,0.001
NC_022977,CP011102,0,train,Myoviridae,0.001
MH155877,CP012196,0,train,Podoviridae,0.001
MF185728,CP014636,0,train,Myoviridae,0.001
NC_020480,NZ_AOLH01000002,0,train,Myoviridae,0.001
MH669005,CP027541,1,train,Myoviridae,0.001
MK450429,CP029760,0,train,Podoviridae,0.001
MG770216,NZ_ATTH01000001,0,train,Siphoviridae,0.001
NC_023499,NZ_CP023560,1,train,Myoviridae,0.001
MH632120,CP017065,0,train,Podoviridae,0.001
NC_021320,CP034692,1,train,Siphoviridae,0.001
KU255188,CP027541,1,train,Podoviridae,0.001
KR347354,AP009493,0,train,Siphoviridae,0.001
MF140412,CP027541,1,train,Siphoviridae,0.001
MK279887,CP024710,0,train,Siphoviridae,0.001
MF472894,CP027541,1,train,Podoviridae,0.001
NC_011614,NZ_CP023560,1,train,Podoviridae,0.001
KX657796,CP027541,1,train,Siphoviridae,0.001
KX641263,CP027541,1,train,Myoviridae,0.001
KT895281,CP014475,1,train,Siphoviridae,0.001
NC_029059,CP027541,1,train,Siphoviridae,0.001
KF017927,CP027541,1,train,Myoviridae,0.001
MG925347,CP020557,0,train,Siphoviridae,0.001
NC_028815,CP034692,0,train,Myoviridae,0.001
NC_031041,CP012831,0,train,Siphoviridae,0.001
